0,A1,200,2024-02-20 09:55:35.904916,151938320.00,151421968.00,152689392.00,153581952.00,150978160.00,153719248.00,152854848.00,152513232.00,151718128.00,152020304.00,154868112.00,153408960.00,152280144.00,151463344.00,152011456.00,152493456.00,
0,A1,200,2024-02-20 09:55:36.449830,151937744.00,151422256.00,152690640.00,153575824.00,150975600.00,153719248.00,152854256.00,152500912.00,151713776.00,152022048.00,154867808.00,153408368.00,152280016.00,151463264.00,152010736.00,152486752.00,
0,A1,200,2024-02-20 09:55:36.994961,151938032.00,151421392.00,152688512.00,153570256.00,150978448.00,153718960.00,152855136.00,152503536.00,151717648.00,152026544.00,154869600.00,153408080.00,152280016.00,151463264.00,152015808.00,152496656.00,
0,A1,200,2024-02-20 09:55:37.539074,151937456.00,151421392.00,152690272.00,153569376.00,150978736.00,153719248.00,152854256.00,152509072.00,151717536.00,152038144.00,154868688.00,153408656.00,152280304.00,151463840.00,152026832.00,152497712.00,
0,A1,200,2024-02-20 09:55:38.084021,151937744.00,151422256.00,152690560.00,153555616.00,150978448.00,153719248.00,152854256.00,152499168.00,151716384.00,152038736.00,154869280.00,153407776.00,152280016.00,151463552.00,152028000.00,152491216.00,
0,A1,200,2024-02-20 09:55:38.629420,151951248.00,151416848.00,152645456.00,153451696.00,150983600.00,153717792.00,152835424.00,152485984.00,151724672.00,152029888.00,154854656.00,153391680.00,152296704.00,151473952.00,152004784.00,152470464.00,
0,A1,200,2024-02-20 09:55:39.174115,151951248.00,151417424.00,152645904.00,153447888.00,150987600.00,153718368.00,152834896.00,152482288.00,151726704.00,152036112.00,154854656.00,153391680.00,152297280.00,151475120.00,152012912.00,152469488.00,
0,A1,200,2024-02-20 09:55:39.718952,151951536.00,151417136.00,152646992.00,153451392.00,150983024.00,153718080.00,152834832.00,152484816.00,151723152.00,152024080.00,154854368.00,153391680.00,152297280.00,151475408.00,151999712.00,152470752.00,
0,A1,200,2024-02-20 09:55:40.264316,151951824.00,151417136.00,152646112.00,153450816.00,150983312.00,153718368.00,152834256.00,152484528.00,151723616.00,152033504.00,154854960.00,153391680.00,152297104.00,151474832.00,152005072.00,152471616.00,
0,A1,200,2024-02-20 09:55:40.809244,151951824.00,151418000.00,152647568.00,153450224.00,150986192.00,153718080.00,152834832.00,152484528.00,151727856.00,152027856.00,154854672.00,153391680.00,152296992.00,151475120.00,152005936.00,152473568.00,
0,A1,200,2024-02-20 09:55:41.354052,151951536.00,151416272.00,152645744.00,153448768.00,150983600.00,153718368.00,152834256.00,152485104.00,151723328.00,152034080.00,154854368.00,153391680.00,152297104.00,151474832.00,152011456.00,152464736.00,
0,A1,200,2024-02-20 09:55:41.899670,151951824.00,151417424.00,152645824.00,153447584.00,150987312.00,153718080.00,152835712.00,152485392.00,151726704.00,152029888.00,154854976.00,153391968.00,152297280.00,151475120.00,152006816.00,152464352.00,
